-0.5	-0.1	2
-0.5	-0.1	0.95
-0.5	-0.1	0.425
-0.5	-0.1	0.1625
-0.3	-0.1	0.1625
-0.1	0.03125	0.1625
-0.034375	0.03125	0.1625
-0.034375	0.03125	0.096875
-0.034375	0.03125	0.0640625
-0.034375	-0.0015625	0.03125
-0.0179688	-0.0015625	0.03125
-0.0179688	-0.0015625	0.0148437
-0.00976563	-0.0015625	0.0148437
-0.00976563	-0.0015625	0.00664062
-0.00566406	-0.0015625	0.00664062
-0.00566406	-0.0015625	0.00253906
-0.00361328	-0.0015625	0.00253906
-0.0015625	0.000488281	0.00253906
-0.000537109	0.000488281	0.00253906
-0.000537109	0.000488281	0.00151367
-0.000537109	0.000488281	0.00100098
-0.000537109	-2.44141e-05	0.000488281
-0.000280762	-2.44141e-05	0.000488281
-0.000280762	-2.44141e-05	0.000231934
-0.000152588	-2.44141e-05	0.000231934
-0.000152588	-2.44141e-05	0.00010376
-8.8501e-05	-2.44141e-05	0.00010376
-8.8501e-05	-2.44141e-05	3.96729e-05
-5.64575e-05	-2.44141e-05	3.96729e-05
-2.44141e-05	7.62939e-06	3.96729e-05
-8.39233e-06	7.62939e-06	3.96729e-05
-8.39233e-06	7.62939e-06	2.36511e-05
-8.39233e-06	7.62939e-06	1.56403e-05
-8.39233e-06	-3.8147e-07	7.62939e-06
-4.3869e-06	-3.8147e-07	7.62939e-06
-4.3869e-06	-3.8147e-07	3.62396e-06
-2.38419e-06	-3.8147e-07	3.62396e-06
-2.38419e-06	-3.8147e-07	1.62125e-06
-1.38283e-06	-3.8147e-07	1.62125e-06
-1.38283e-06	-3.8147e-07	6.19888e-07
-8.82149e-07	-3.8147e-07	6.19888e-07
-3.8147e-07	1.19209e-07	6.19888e-07
-1.3113e-07	1.19209e-07	6.19888e-07
-1.3113e-07	1.19209e-07	3.69549e-07
-1.3113e-07	1.19209e-07	2.44379e-07
-1.3113e-07	-5.96046e-09	1.19209e-07
-6.85453e-08	-5.96046e-09	1.19209e-07
-6.85453e-08	-5.96046e-09	5.66244e-08
-3.72529e-08	-5.96046e-09	5.66244e-08
-3.72529e-08	-5.96046e-09	2.5332e-08
-2.16067e-08	-5.96046e-09	2.5332e-08
-2.16067e-08	-5.96046e-09	9.68575e-09
-1.37836e-08	-5.96046e-09	9.68575e-09
-1.37836e-08	-5.96046e-09	1.86265e-09
-9.87202e-09	-5.96046e-09	1.86265e-09
-9.87202e-09	-5.96046e-09	-2.04891e-09
-7.91624e-09	-5.96046e-09	-2.04891e-09
-7.91624e-09	-5.96046e-09	-4.00469e-09
-6.93835e-09	-5.96046e-09	-4.00469e-09
-6.93835e-09	-5.96046e-09	-4.98258e-09
-6.44941e-09	-5.96046e-09	-4.98258e-09
-6.44941e-09	-5.96046e-09	-5.47152e-09
